date,sample.bout,Transect,baseline,baseline.rep,Number of Points Along Transect_fromRick,Number of points along transect_ChrissyCalc,Transect_Length,Transect Point,Bank_Location,Hit Number,Species Hit,Surface Hit,Transect Point Soil Surface,VegHit_SoilSurfaceHit,Longevity,Longevity_2,Habit,FunctionalGroup2,FunctionalGroup,Nativity,Cvalue,WIS_WMVC,WIS_GP,WIS_Grouped
6/30/20,2,B13-25,B13,3,17,23,5.5,4,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-25,B13,3,17,23,5.5,4.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-25,B13,3,17,23,5.5,4.5,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-25,B13,3,17,23,5.5,4.75,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-25,B13,3,17,23,5.5,5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-25,B13,3,17,23,5.5,5.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-25,B13,3,17,23,5.5,5.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,1.5,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,1.75,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,2.75,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,3,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,3.25,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,3.5,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,3.75,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,4,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,4.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-35.5,B13,4,20,20,4.75,4.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,2,upper,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,2.25,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,2.5,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,2.75,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,3.25,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,3.5,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,3.75,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,4,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,4.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,4.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,4.75,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,5.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,5.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,5.75,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-35.5,B13,4,20,25,6,6,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,2,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,2.5,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,2.75,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,3,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,3.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,3.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,3.75,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,4,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,4.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B13-50,B13,5,20,20,4.75,4.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,3.5,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,3.75,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,4,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,4.25,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,4.5,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,4.75,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,5.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,5.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,5.75,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,6,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,6.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,6.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,6.75,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,7,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,7.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
6/30/20,2,B13-50,B13,5,20,31,7.5,7.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-0,B14,1,25,26,6.25,5.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-0,B14,1,25,26,6.25,5.5,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,0.25,upper,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,0.5,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,0.75,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,1.25,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,7,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,7.25,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,7.5,lower,2,NA,NA,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,7.5,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,7.75,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,8,lower,2,NA,downed woody debris,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-12.5,B14,2,36,36,8.75,8,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,0,upper,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,0.25,upper,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,5.5,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,5.75,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,8.25,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,8.5,lower,1,NA,NA,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,8.5,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,8.75,lower,1,NA,NA,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,8.75,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,9,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,9.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,9.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,9.75,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,10,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,10.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,10.5,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,10.75,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-12.5,B14,2,36,45,11,11,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,2,upper,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,2.25,upper,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,2.5,upper,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,2.75,upper,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,3,upper,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,3.25,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,3.5,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,3.75,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,4,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,4.25,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,4.5,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,4.75,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,5,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,5.25,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,5.5,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,5.75,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,6.25,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,6.5,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,6.75,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,7,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,7.25,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,7.5,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,7.75,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,8,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,8.25,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,8.5,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,8.75,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,9,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,9.25,lower,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,9.5,lower,1,NA,NA,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,9.5,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
5/28/20,1,B14-25,B14,3,41,41,10,9.75,lower,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,0,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,2.25,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,2.5,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,2.75,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,3,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,3.25,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,3.5,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,3.75,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,4,upper,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,4.25,middle,2,NA,NA,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,4.25,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,4.5,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,4.75,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,5,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,5.25,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,5.5,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,5.75,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,6,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,6.25,middle,1,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,6.5,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,6.75,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,7,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,7.25,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,7.5,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,7.75,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,8,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
7/1/20,2,B14-25,B14,3,41,51,12.5,8.25,middle,2,NA,bare soil,bare soil,bare soil,NA,NA,NA,NA NA,PG,Introduced,0,UPL,UPL,FACU-UPL
